timestamp,order_id,final_score,status,action_taken,distance_km,weather,restaurant_load,image_filename,analysis_text,recommendation,lateness_min
2026-02-19T22:20:07.465289,6100,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,16.24,Rain,High,ok\images (3).jpg,"Score: 2.2/5.0. Impacted by significant delay. Context: adverse weather (Rain), high restaurant load.",Review Route / Adjust ETA,31.0
2026-02-19T22:20:12.656037,6101,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,12.46,Rain,Medium,ok\istockphoto-1046630756-612x612.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,10.0
2026-02-19T22:20:17.941650,6102,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,14.63,Fog,Medium,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 3.6/5.0. Context: adverse weather (Fog).,Standard Protocol,11.0
2026-02-19T22:20:23.070841,6103,4.3,"Timeliness: Good, Packaging: Excellent",No Action,5.74,Clear,Low,ok\istockphoto-475455598-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,1.0
2026-02-19T22:20:28.209757,6104,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,10.93,Clear,Low,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,18.0
2026-02-19T22:20:33.367675,6105,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,17.02,Rain,Low,ok\istockphoto-475455598-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,28.0
2026-02-19T22:20:38.504719,6106,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,17.64,Clear,Medium,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,18.0
2026-02-19T22:20:43.669275,6107,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.75,Clear,Low,damaged\FKql4cBVgAYYXir.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,32.0
2026-02-19T22:20:48.807887,6108,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.12,Clear,High,damaged\thumbnail_936071_normal.1707664198.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,27.0
2026-02-19T22:20:53.980622,6109,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,5.72,Clear,Medium,ok\images (15).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,30.0
2026-02-19T22:20:59.226512,6110,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,15.63,Clear,Low,ok\images (18).jpg,Score: 3.6/5.0. ,Standard Protocol,9.0
2026-02-19T22:21:04.624525,6111,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,11.12,Clear,Medium,ok\istockphoto-1201187100-612x612.jpg,Score: 3.6/5.0. ,Standard Protocol,6.0
2026-02-19T22:21:09.927806,6112,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,5.96,Rain,High,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,"Score: 3.6/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,12.0
2026-02-19T22:21:15.273739,6113,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.21,Clear,Low,damaged\EH90NOCU0AEjP-U.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,31.0
2026-02-19T22:21:20.430092,6114,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.68,Clear,Low,"ok\71IElB4SK6L._UF1000,1000_QL80_.jpg",Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,21.0
2026-02-19T22:21:25.541090,6115,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.85,Rain,High,ok\gettyimages-172656126-612x612.jpg,"Score: 5.0/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,-3.0
2026-02-19T22:21:30.677385,6116,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,16.87,Clear,Low,ok\cakehai.jpg,Score: 2.2/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,34.0
2026-02-19T22:21:35.813937,6117,4.3,"Timeliness: Good, Packaging: Excellent",No Action,9.19,Rain,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,5.0
2026-02-19T22:21:40.923782,6118,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.01,Clear,Low,ok\images (21).jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-19T22:21:46.805411,6119,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,10.85,Clear,Medium,ok\a-person-showing-an-open-pizza-box-isolated-over-white-back-ground-JBBFEH.jpg,Score: 3.6/5.0. ,Standard Protocol,11.0
2026-02-19T22:21:52.224385,6120,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.57,Clear,Low,ok\istockphoto-1201187100-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-13.0
2026-02-19T22:22:00.903190,6121,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.04,Clear,High,ok\360_F_41304196_r9YMTXoODnojG65kUM8IE8pFXr8kbP1J.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,24.0
2026-02-19T22:22:06.051830,6122,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.7,Clear,Medium,ok\images (15).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,22.0
2026-02-19T22:22:11.202015,6123,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.93,Clear,Low,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-19T22:22:16.369703,6124,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,11.41,Rain,Medium,ok\images (14).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-2.0
2026-02-19T22:22:22.460663,6125,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,2.34,Clear,Low,ok\istockphoto-1299699008-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-19T22:22:28.289956,6126,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.87,Clear,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-15.0
2026-02-19T22:22:38.497789,6127,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,13.23,Clear,Low,ok\images (18).jpg,Score: 3.6/5.0. ,Standard Protocol,14.0
2026-02-19T22:22:44.318591,6128,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.8200000000000003,Clear,Low,ok\images (6).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-19T22:22:49.528951,6129,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,5.28,Rain,High,ok\images (21).jpg,"Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain), high restaurant load.",Review Route / Adjust ETA,18.0
2026-02-19T22:22:54.854900,6130,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,4.65,Fog,Low,ok\images (15).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Fog).,Review Route / Adjust ETA,20.0
2026-02-19T22:23:00.011584,6131,2.4,"Timeliness: Average, Packaging: Damaged",CRITICAL: Refund Issued,10.7,Clear,High,ok\images (11).jpg,Score: 2.4/5.0. Impacted by packaging damage. Context: high restaurant load.,Check Handling,15.0
2026-02-19T22:23:05.139139,6132,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,15.75,Rain,High,ok\images (13).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain), high restaurant load.",Check Handling,26.0
2026-02-19T22:23:10.401612,6133,4.3,"Timeliness: Good, Packaging: Excellent",No Action,14.27,Clear,High,ok\intro-1675107221.jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,1.0
2026-02-19T22:23:15.573974,6134,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.23,Clear,Low,ok\Free_Delivery_Bag_Mockup_1.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-19T22:23:20.744920,6135,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.46,Clear,Low,ok\images (2).jpg,Score: 3.6/5.0. ,Standard Protocol,10.0
2026-02-19T22:23:25.894808,6136,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,11.31,Clear,Low,damaged\images (13).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,23.0
2026-02-19T22:23:31.069235,6137,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.71,Clear,High,ok\images (9).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-14.0
2026-02-19T22:23:36.305383,6138,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,7.28,Clear,Medium,damaged\1b3tihmys8cb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,34.0
2026-02-19T22:23:41.478809,6139,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,6.4,Clear,Medium,damaged\images (7).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,34.0
2026-02-19T22:23:46.827559,6140,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,14.98,Clear,Low,damaged\ege50fc8r8r91.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-19T22:23:51.962149,6141,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,11.84,Clear,Medium,ok\images (11).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,22.0
2026-02-19T22:23:57.128184,6142,4.3,"Timeliness: Good, Packaging: Excellent",No Action,13.85,Clear,Medium,ok\Free-Craft-Paper-Delivery-Bag-Mockup1.jpg,Score: 4.3/5.0. ,Standard Protocol,4.0
2026-02-19T22:24:02.287585,6143,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,1.42,Clear,High,ok\Screenshot 2025-10-11 013333.png,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-2.0
2026-02-19T22:24:07.492745,6144,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.33,Clear,Low,damaged\1633018789705-scaled.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-19T22:24:12.637951,6145,4.3,"Timeliness: Good, Packaging: Excellent",No Action,3.51,Rain,Medium,ok\images (5).jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,2.0
2026-02-19T22:24:17.810941,6146,4.3,"Timeliness: Good, Packaging: Excellent",No Action,1.72,Clear,High,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,3.0
2026-02-19T22:24:22.973142,6147,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.3,Rain,Low,ok\istockphoto-184291310-612x612.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-7.0
2026-02-19T22:24:28.102109,6148,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.31,Clear,Medium,damaged\images (2).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,24.0
2026-02-19T22:24:33.362831,6149,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.59,Fog,High,ok\images (6).jpg,"Score: 3.6/5.0. Context: adverse weather (Fog), high restaurant load.",Standard Protocol,15.0
2026-02-19T22:24:38.538799,6150,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.14,Clear,Low,ok\images (20).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-19T22:24:43.694677,6151,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,1.47,Rain,High,damaged\5c0022505164f.image.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain), high restaurant load.",Check Handling,30.0
2026-02-19T22:24:48.825500,6152,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,11.14,Clear,High,ok\images (14).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,11.0
2026-02-19T22:24:53.938634,6153,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.77,Rain,Medium,ok\images (12).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-13.0
2026-02-19T22:24:59.074507,6154,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.45,Clear,Low,ok\istockphoto-184291310-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-19T22:25:04.299136,6155,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,10.86,Clear,Medium,ok\images (9).jpg,Score: 3.6/5.0. ,Standard Protocol,9.0
2026-02-19T22:25:09.709702,6156,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.55,Clear,High,ok\food-delivery-bags.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-4.0
2026-02-19T22:25:14.882796,6157,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.17,Clear,Low,damaged\images (3).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,24.0
2026-02-19T22:25:20.023730,6158,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.72,Clear,Low,ok\images (12).jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-19T22:25:25.223354,6159,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,10.92,Clear,Medium,"ok\71IElB4SK6L._UF1000,1000_QL80_.jpg",Score: 5.0/5.0. ,Standard Protocol,-10.0
2026-02-19T22:25:30.372607,6160,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,4.71,Clear,Medium,ok\images (9).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,16.0
2026-02-19T22:25:35.504088,6161,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.73,Rain,High,ok\images (3).jpg,"Score: 5.0/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,-7.0
2026-02-19T22:25:40.656620,6162,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,13.55,Clear,Medium,ok\images (17).jpg,Score: 3.6/5.0. ,Standard Protocol,10.0
2026-02-19T22:25:45.796204,6163,4.3,"Timeliness: Good, Packaging: Excellent",No Action,14.96,Rain,Medium,ok\pizza-in-delivery-box-cut-out-on-white-background-ACDCRM.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,4.0
2026-02-19T22:25:50.945656,6164,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.08,Rain,Low,ok\intro-1675107221.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-3.0
2026-02-19T22:25:56.096642,6165,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,12.99,Rain,Low,damaged\images.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,24.0
2026-02-19T22:26:01.246186,6166,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.9,Rain,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-4.0
2026-02-19T22:26:06.460250,6167,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,11.76,Clear,Medium,damaged\D6Q4VNcUEAAWsFP.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,22.0
2026-02-19T22:26:11.615993,6168,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,16.3,Rain,High,"ok\713wHFXZ41L._UF350,350_QL80_.jpg","Score: 3.6/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,9.0
2026-02-19T22:26:16.779183,6169,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.94,Clear,High,ok\images (3).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-11.0
2026-02-19T22:26:21.960693,6170,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.84,Rain,Medium,ok\images (10).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-11.0
2026-02-19T22:26:27.113384,6171,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.45,Clear,Medium,damaged\images (12).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,29.0
2026-02-19T22:26:32.292856,6172,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.47,Fog,Medium,ok\coffee-delivery-theme-4-paper-cups-with-hot-lids-in-carton-tray-2WFD57B.jpg,Score: 5.0/5.0. Context: adverse weather (Fog).,Standard Protocol,-3.0
2026-02-19T22:26:37.434014,6173,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,9.21,Clear,Medium,ok\images (1).jpg,Score: 2.2/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,32.0
2026-02-19T22:26:42.640579,6174,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,6.68,Rain,Low,damaged\istockphoto-471115890-612x612.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,26.0
2026-02-19T22:26:47.790583,6175,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,15.0,Clear,Low,ok\istockphoto-184291310-612x612.jpg,Score: 3.6/5.0. ,Standard Protocol,13.0
2026-02-19T22:26:52.993595,6176,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.26,Clear,Low,ok\Food-Packaging-Mockup.jpg,Score: 5.0/5.0. ,Standard Protocol,-15.0
2026-02-19T22:26:58.131606,6177,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,11.68,Clear,Medium,ok\istockphoto-1299699008-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-19T22:27:03.299460,6178,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.26,Clear,Low,ok\360_F_41304196_r9YMTXoODnojG65kUM8IE8pFXr8kbP1J.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,21.0
2026-02-19T22:27:08.460126,6179,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,11.6,Clear,Low,ok\Screenshot 2025-10-11 013333.png,Score: 5.0/5.0. ,Standard Protocol,-1.0
2026-02-19T22:27:13.661201,6180,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.39,Rain,Low,damaged\ndy0ad6ne0ta1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,29.0
2026-02-19T22:27:19.040931,6181,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,7.42,Clear,Low,damaged\EH90NOjU8AAEQ-L.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,30.0
2026-02-19T22:27:24.203322,6182,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.68,Fog,Low,ok\images (15).jpg,Score: 5.0/5.0. Context: adverse weather (Fog).,Standard Protocol,-6.0
2026-02-19T22:27:29.310714,6183,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.58,Clear,Medium,ok\istockphoto-475455598-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-3.0
2026-02-19T22:27:34.471341,6184,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.78,Clear,High,damaged\uit5z5sz99rb1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,28.0
2026-02-19T22:27:39.610512,6185,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.89,Clear,Medium,ok\cfcup.jpg,Score: 5.0/5.0. ,Standard Protocol,-4.0
2026-02-19T22:27:44.785208,6186,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.27,Clear,Low,ok\food-delivery-bags.jpg,Score: 5.0/5.0. ,Standard Protocol,-1.0
2026-02-19T22:27:50.069913,6187,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,2.5,Rain,Low,damaged\damaged-package-what-happened-here-genuinely-curious-not-mad-v0-rrhpqcrwnuqb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,31.0
2026-02-19T22:27:55.172637,6188,4.3,"Timeliness: Good, Packaging: Excellent",No Action,14.31,Clear,Low,ok\gettyimages-172656126-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,3.0
2026-02-19T22:28:00.258067,6189,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.37,Clear,Low,"ok\713wHFXZ41L._UF350,350_QL80_.jpg",Score: 3.6/5.0. ,Standard Protocol,6.0
2026-02-19T22:28:05.349515,6190,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,1.77,Rain,Low,ok\images (10).jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,7.0
2026-02-19T22:28:10.476630,6191,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.0,Clear,Medium,"ok\71IElB4SK6L._UF1000,1000_QL80_.jpg",Score: 5.0/5.0. ,Standard Protocol,-5.0
2026-02-19T22:28:15.619383,6192,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.44,Rain,Low,ok\images (16).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-6.0
2026-02-19T22:28:20.725162,6193,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,5.5,Rain,Low,ok\images (19).jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,6.0
2026-02-19T22:28:25.841426,6194,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.95,Clear,Medium,ok\istockphoto-475455598-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-2.0
2026-02-19T22:28:31.443370,6195,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.98,Clear,High,damaged\G2HI5OgXoAAFbET.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,21.0
2026-02-19T22:28:36.563299,6196,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,2.66,Clear,Medium,ok\images (3).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,16.0
2026-02-19T22:28:41.671759,6197,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.48,Clear,Medium,ok\images (15).jpg,Score: 5.0/5.0. ,Standard Protocol,-12.0
2026-02-19T22:28:46.813653,6198,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,16.78,Fog,Medium,ok\insulated-delivery-bags-header-image-Recovered.jpg,Score: 3.6/5.0. Context: adverse weather (Fog).,Standard Protocol,13.0
2026-02-19T22:28:52.021780,6199,4.3,"Timeliness: Good, Packaging: Excellent",No Action,13.05,Rain,Medium,ok\a-person-showing-an-open-pizza-box-isolated-over-white-back-ground-JBBFEH.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,2.0
2026-02-19T22:28:57.247741,6200,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,14.98,Clear,Low,damaged\ErEE9g5VQAAuEbS.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,29.0
2026-02-19T22:29:02.365257,6201,4.3,"Timeliness: Good, Packaging: Excellent",No Action,1.3,Rain,Medium,ok\images.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,5.0
2026-02-19T22:29:07.481726,6202,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,12.51,Clear,Medium,damaged\images (7).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-19T22:29:12.715911,6203,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,10.49,Clear,Low,ok\images (20).jpg,Score: 5.0/5.0. ,Standard Protocol,-4.0
2026-02-19T22:29:17.941792,6204,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.93,Clear,Low,damaged\Gu7uWBbb0AAacCh.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,29.0
2026-02-19T22:29:23.067582,6205,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,5.6,Clear,High,ok\images (19).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,10.0
2026-02-19T22:29:28.189160,6206,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,15.36,Clear,Medium,damaged\images (14).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-19T22:29:33.312055,6207,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.75,Clear,Low,ok\images (5).jpg,Score: 5.0/5.0. ,Standard Protocol,-13.0
2026-02-19T22:29:38.465356,6208,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,2.47,Clear,Low,ok\paper-food-delivery-bags.jpg,Score: 5.0/5.0. ,Standard Protocol,-12.0
2026-02-19T22:29:43.626431,6209,4.3,"Timeliness: Good, Packaging: Excellent",No Action,16.1,Clear,Medium,ok\istockphoto-1051095170-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,2.0
2026-02-19T22:29:48.782137,6210,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,1.3,Rain,Low,ok\Free-Kraft-Paper-Bag-With-Coffee-Cup-Mockup-PSD-File.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,19.0
2026-02-19T22:29:53.938374,6211,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,13.57,Rain,High,ok\images (6).jpg,"Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain), high restaurant load.",Review Route / Adjust ETA,16.0
2026-02-19T22:29:59.137529,6212,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.95,Clear,Low,damaged\Screenshot 2025-10-11 005728.png,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,22.0
2026-02-19T22:30:04.295604,6213,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.98,Fog,Low,damaged\FKql4cBVgAYYXir.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Fog).",Check Handling,26.0
